lepton_pT,lepton_eta,lepton_phi,met_magnitude,met_phi,jet_1_pt,jet_1_eta,jet_1_phi,jet_1_b_tag,jet_2_pt,jet_2_eta,jet_2_phi,jet_2_b_tag,jet_3_pt,jet_3_eta,jet_3_phi,jet_3_b_tag,jet_4_pt,jet_4_eta,jet_4_phi,jet_4_b_tag,m_jj,m_jjj,m_lv,m_jlv,m_bb,m_wbb,m_wwbb,label
1.17894,0.922294,-1.34467,0.676597,-0.0186579,1.12567,0.549552,0.703663,2.17308,0.676605,0.832527,-0.128924,2.21487,0.304352,0.729282,0.269507,0,0.563001,0.867341,-0.667826,0,0.345792,0.637515,1.15122,0.722026,0.897667,0.793626,0.598254,1
0.607041,-0.184134,1.34041,0.601438,-1.48618,0.573736,0.263376,0.962556,0,1.02498,0.811157,-0.0479186,2.21487,1.26904,0.94046,-1.23116,2.54822,0.450547,-2.10084,0.670727,0,1.12698,0.93887,0.985,1.29336,1.06788,1.14577,0.952783,1
0.631015,1.44045,-1.55829,0.813024,0.0136385,2.01261,2.2369,-0.685707,0,2.87551,1.05303,1.10623,2.21487,0.968376,0.604578,-0.975425,2.54822,1.29347,0.585014,0.802241,0,3.20061,2.01929,0.98718,1.17175,1.73239,2.02392,1.49336,1
0.737344,1.65764,-0.979019,0.10739,-1.19361,0.625861,1.34867,-1.30439,1.08654,0.555486,1.47072,-0.475692,0,1.56303,0.300555,0.940737,0,1.02718,-0.579273,0.189064,3.10196,1.63523,1.20138,0.98138,0.628968,1.32537,0.973451,0.825096,1
1.31163,0.617442,0.944791,1.45056,0.498324,0.784158,0.101968,-1.25006,1.08654,0.792185,0.694592,-0.51675,0,0.799077,1.29455,-0.637036,2.54822,0.584421,1.88005,1.72284,0,1.0982,1.04059,0.989156,0.925763,0.869643,0.976502,0.868795,1
0.62278,-1.90124,-0.294317,0.897333,1.59725,0.726079,-1.5834,-1.50119,0,0.434871,0.284673,1.49683,2.21487,0.406212,2.67903,0.0892179,0,0.642595,0.355988,1.11521,0,0.877519,0.906982,1.02634,0.734008,0.523374,0.679042,0.643327,1
1.03565,-0.946752,0.231794,1.04427,0.764099,1.66405,-0.436717,-1.04272,2.17308,0.687307,-0.825607,-1.68966,0,1.09149,-1.42073,0.708857,2.54822,0.743609,0.0986453,-0.260518,0,1.00967,0.966919,0.986402,1.53554,1.94914,1.21067,0.981758,1
1.27502,-1.04025,0.520877,0.633835,-0.694494,1.85825,-1.23781,1.52081,1.08654,1.19168,-1.03154,-0.945081,2.21487,3.23898,-0.868204,-0.0467951,0,0.749694,-0.903241,-1.52794,0,1.67489,1.37792,1.10676,1.34115,1.75152,1.52706,1.21865,1
0.941765,0.344731,1.30545,1.12862,-0.582777,1.03562,-0.473355,-0.975645,2.17308,0.764738,-0.0494798,-0.486234,2.21487,1.21495,-0.761705,1.54318,0,3.21663,-1.12394,0.577502,0,1.339,1.1169,1.41622,1.08375,0.626419,0.895275,0.853997,1
2.23747,-0.55619,0.0159527,0.161354,1.27521,0.848649,-0.75359,-1.52392,2.17308,0.407676,-0.308837,-1.1315,2.21487,0.750606,-0.797205,1.37066,0,0.444218,0.272705,-0.130114,0,0.742996,0.719145,0.991069,0.720053,0.357216,0.786866,0.664164,1
1.31199,1.08787,0.709529,1.21061,1.61868,0.776554,0.781266,-1.0588,2.17308,0.860676,1.07537,-0.261528,2.21487,0.912528,0.0620698,0.382118,0,0.562271,0.597506,-1.50241,0,0.826016,0.883096,1.2761,1.04136,0.815213,0.882747,0.771237,1
0.512425,1.07618,-0.888577,1.41518,0.440602,0.901232,-0.538711,-0.73172,0,0.937603,0.307014,0.91204,2.21487,0.822435,-0.232851,-1.34932,0,0.507504,-0.60509,1.06804,0,0.953388,0.732852,1.09884,0.661309,0.672812,0.607577,0.56455,1
0.956405,-1.31199,-0.578964,1.49503,-0.213446,1.01318,-0.954607,1.487,2.17308,0.500718,-0.0669645,1.18391,0,0.722857,-0.0589933,0.586815,2.54822,0.615333,-0.0895728,-0.682809,0,0.718796,0.802785,0.979805,1.14349,0.919071,1.12771,0.956887,1
1.09147,-0.319516,-1.27421,1.68383,-0.576372,1.17239,-0.464443,1.04072,1.08654,0.493038,0.850984,0.801074,0,0.532835,-0.373029,-0.0501235,0,0.467585,-0.685041,-1.53127,0,0.805086,0.826014,1.10613,0.559942,1.04166,0.95125,0.80328,1
0.322279,-1.35095,1.69718,0.459604,-1.59602,0.558621,1.72595,-0.70511,0,0.800369,-0.719728,1.10401,2.21487,0.775895,1.65774,0.194063,0,0.952452,-0.0737491,-0.247755,3.10196,0.859096,0.918452,0.984087,0.751605,0.784464,1.06663,0.906776,1
1.29113,-0.0808936,-0.572861,1.21628,0.336589,0.521337,-0.916978,1.51527,2.17308,0.359329,-0.451628,-0.489008,0,1.17403,0.368824,1.30575,2.54822,0.884785,0.662467,0.257873,0,0.926168,0.869155,1.26954,1.05936,0.72146,0.86146,0.746747,1
1.72907,0.858986,-1.05503,0.453065,1.35158,1.50969,0.062359,0.628268,0,0.82983,-0.0912488,-1.4472,2.21487,1.33648,0.569989,-0.0928384,0,1.07513,1.45282,0.0270292,0,0.791192,0.799668,1.01327,0.731943,0.46355,0.777978,0.722564,1
0.714651,-1.31491,1.25662,1.66554,-1.48981,0.853962,-0.252534,-0.0664667,1.08654,1.38041,-0.446772,0.718959,2.21487,0.65296,0.613681,-0.341914,0,2.27805,0.0744934,-1.12008,0,0.939901,1.0366,0.984123,1.35086,1.05127,1.1975,1.1078,1
1.88682,0.484982,0.763351,0.392748,1.66184,0.930454,1.1427,-1.04106,2.17308,0.873267,-0.00673934,-1.52044,2.21487,0.670171,-0.416721,0.593472,0,2.18434,0.938131,-0.242206,0,1.4847,1.32412,0.992321,1.2827,0.984948,1.01232,0.976856,1
0.823907,-0.633134,0.904286,1.36485,0.798882,1.23706,0.576288,-0.843704,2.17308,0.691084,0.00103165,-1.54985,2.21487,0.687909,-0.759885,-0.12002,0,0.514076,-2.24825,0.11748,0,0.71792,1.01297,0.988882,1.48323,0.902021,1.12658,1.1054,1
0.659565,0.516149,-0.547334,0.149333,-0.842692,0.541124,-1.72798,-1.63369,0,1.23247,0.0457148,1.11566,2.21487,0.541265,-1.69562,-0.0628822,0,0.484137,-0.167858,-0.0779518,3.10196,0.96324,0.730298,1.00076,0.960609,0.619639,0.842466,0.765754,1
1.05011,-0.39159,-0.536792,0.354019,1.6884,0.799639,-0.0188398,-1.26004,0,1.0071,0.731505,1.72043,0,0.886712,0.601847,-0.0473498,2.54822,1.09119,-0.632573,0.679606,3.10196,1.12689,1.14016,0.982746,0.735335,0.739217,0.879154,0.759869,1
0.643277,1.97028,0.859342,1.13991,-0.814747,0.700887,1.44076,1.3035,0,1.5821,1.088,-0.93121,2.21487,1.04864,0.823948,0.684449,2.54822,0.507017,-1.1256,0.879929,0,1.56093,0.983709,1.18402,0.999148,1.36774,1.03352,0.973943,1
0.380659,0.664192,1.41087,0.659573,0.0552434,0.60076,0.0613688,1.68435,1.08654,0.285297,-0.350606,0.806067,0,0.881444,1.22446,-0.821208,0,0.797645,1.16049,0.766727,3.10196,1.0633,0.897916,0.991445,0.546326,0.752522,0.70864,0.676899,1
1.0254,-0.0916072,0.571369,1.2875,-0.0202803,0.986335,-1.38635,-1.5594,0,0.493038,1.29004,-0.644363,0,1.67192,1.03057,0.851979,0,1.70312,0.719931,-1.50796,3.10196,1.2576,0.893609,0.985141,1.08502,0.791764,0.738155,0.792772,1
0.550308,-0.0487526,-0.0390814,0.338936,-0.934201,0.711513,1.06546,0.91987,2.17308,1.14132,0.267188,1.5734,0,0.888117,-0.109967,-0.439548,0,0.733386,0.874004,-0.782138,1.55098,1.52991,0.972557,0.976821,1.33212,0.763989,0.927086,0.892897,1
0.959334,-0.937012,-0.507384,0.81575,0.0989634,1.00191,0.554503,1.62337,1.08654,0.834237,-0.215585,0.402151,0,0.757982,0.728372,-1.40202,0,0.885272,-0.612586,1.45704,1.55098,0.741243,0.900426,0.986439,1.28981,0.708118,0.87519,0.835997,1
0.651512,-0.476325,1.40089,0.900181,-0.718432,1.73623,-1.94583,1.12721,0,1.81855,-0.116505,-0.490118,2.21487,1.01088,0.591835,-1.0076,2.54822,1.4972,2.36392,-1.04628,0,1.71469,1.31283,1.00088,0.886014,0.862066,1.47433,1.32348,1
0.830861,0.152859,-0.599494,1.23643,-0.6499,1.05403,2.02202,0.839485,0,1.61698,0.825728,1.69712,2.21487,1.0446,1.45475,-0.384074,0,0.433508,1.16716,1.29833,3.10196,1.73662,0.958248,0.986314,1.66396,0.339332,1.07598,1.47951,1
0.97855,0.1139,-1.36187,1.52864,-1.23776,1.0511,0.977331,0.753003,2.17308,0.510161,0.918008,0.35721,0,0.521595,1.16893,1.49714,0,0.692007,-1.14559,0.855513,0,0.907086,0.835725,0.981699,0.773106,1.13266,0.984028,0.824426,1
0.614911,0.0603319,1.61173,0.918613,-1.06688,0.901781,-0.261446,0.682043,0,1.11676,1.21816,-0.870734,1.10744,1.73654,-0.657937,0.0836706,0,0.620688,-0.391055,-1.7044,0,0.962831,0.791276,0.986324,1.3087,0.850325,0.953588,0.93193,1
0.723252,2.04138,1.71161,1.30327,0.319692,0.542956,0.643624,0.112145,2.17308,0.294111,-2.59739,1.4186,0,0.573755,0.838512,-0.65978,0,0.447139,-0.00462481,1.3788,0,0.834678,0.818434,1.27794,0.994758,0.681171,0.806922,1.34732,1
1.26789,-0.140306,1.6478,0.860259,0.821875,0.743209,2.67261,0.487457,0,0.392315,-0.846978,-0.32145,2.21487,1.20986,-1.31969,-1.00815,0,0.535009,-0.180351,-1.11897,3.10196,0.813904,0.660739,0.986087,0.743065,0.305138,0.506796,0.698964,1
0.630466,1.57291,0.147455,0.416095,-1.68955,1.07483,1.1229,-1.53002,0,0.587718,1.09577,-0.910682,0,0.774139,-0.290196,0.0509412,0,0.466855,-0.23032,0.310589,1.55098,0.895121,0.885055,0.985035,0.546126,0.311808,0.583446,0.571766,1
0.556531,-2.03662,0.377722,0.794068,1.6398,1.10891,-1.17246,-0.750569,1.08654,0.632287,-0.172844,1.46188,0,1.25903,-0.781731,0.839775,0,0.966813,-0.318599,0.0442315,3.10196,0.868811,0.762598,0.988491,0.973903,0.849132,0.903238,0.79619,1
1.01314,0.731396,-1.64874,1.10231,0.604152,0.935951,0.601044,0.320035,0,1.08592,-0.167016,-1.58702,2.21487,0.708983,1.06607,-0.25593,0,1.17517,0.767402,-0.693907,3.10196,0.839087,0.778253,1.31192,1.01931,0.939668,0.90794,0.84608,1
0.66048,-1.5399,0.949229,1.11321,-0.0850881,0.961967,-1.79333,1.55574,0,1.5505,-1.07914,-1.0505,2.21487,1.75024,-0.970152,0.257857,0,0.827097,0.108639,0.123584,3.10196,0.956294,1.13514,0.987492,1.0622,1.11809,0.944219,0.873124,1
0.843306,-0.552294,1.25773,0.66935,-0.902866,0.93531,-0.395127,-0.904131,0,0.820513,-0.26901,0.135833,2.21487,0.660512,-1.05845,-0.407373,0,1.58336,0.320176,1.28945,0,0.825014,0.911935,0.987257,0.670945,0.602767,0.766137,0.692971,1
0.46832,-1.94799,-0.267129,0.929285,1.02468,0.811274,-0.861525,-0.132437,2.17308,0.651047,0.473119,1.29987,0,0.569189,1.65045,-0.0806337,0,0.745069,-1.15309,1.32497,3.10196,1.10662,1.15063,0.991962,0.796564,0.823889,1.01659,0.947334,1
0.384868,-1.95578,1.0885,0.595648,-1.68777,0.78031,-1.06155,1.35949,1.08654,1.66268,-0.953829,-0.457938,2.21487,0.476109,-1.78391,-1.50298,0,0.894521,-0.58427,0.150775,0,0.865094,0.870919,0.974706,0.640254,1.67374,0.922907,0.764028,1
2.47502,-0.00102812,0.760577,0.277936,0.0523718,0.791028,0.190099,-1.67416,1.08654,0.899455,0.229304,-0.438519,0,1.03669,0.322401,-0.784596,2.54822,0.382879,0.865676,1.60353,0,0.801564,0.898389,0.977447,1.03365,0.816399,0.890061,0.782968,1
0.533655,-2.0863,1.72659,1.79538,-0.210844,0.724521,-0.577329,1.29296,0,0.904491,-0.398203,0.641838,0,1.01579,-0.85091,-0.405154,2.54822,1.85476,-0.925727,-1.25492,3.10196,0.965122,1.08591,1.33549,1.10242,0.732806,0.873111,1.02326,1
0.278174,-0.883444,0.100846,1.99567,1.24385,1.74154,0.200001,-0.61142,0,2.33425,0.718877,-0.00408708,0,1.43096,2.43236,-1.56566,0,2.98003,-0.20367,-1.66334,3.10196,0.908378,1.69448,0.983109,0.87417,0.926284,1.47587,1.2291,1
0.690859,1.34987,-1.03894,1.32283,0.443125,0.339313,1.39323,0.0467284,0,0.464206,-0.817836,-1.41447,2.21487,1.03423,0.680129,-1.36873,2.54822,0.811276,0.298523,1.04529,0,0.766248,0.882011,1.28809,0.927397,0.649221,0.856909,0.73096,1
1.10281,-0.918507,1.488,1.59765,1.48671,1.03067,-0.153511,0.137646,1.08654,0.925013,0.320614,-0.777523,0,0.595356,0.468041,0.81925,2.54822,0.66937,-0.570112,-0.978577,0,0.573374,0.996709,1.00304,0.706923,0.653239,0.900412,0.864759,1
0.697448,-0.4997,0.972534,1.23315,0.00891752,0.282517,1.27539,1.34729,2.17308,0.839902,0.22639,-1.00778,2.21487,0.643477,1.88166,-1.61836,0,0.739714,-0.152035,0.575837,0,1.26011,1.02596,0.987397,0.912295,0.727175,0.775185,0.821898,1
0.759671,-1.11914,0.880427,0.7463,-1.70016,0.761439,-0.936783,-1.10426,0,1.30411,1.66694,-0.566687,0,1.54547,-0.444939,0.28504,2.54822,1.28227,0.582516,1.06638,3.10196,1.11257,1.09625,0.989483,0.744121,0.971469,0.868554,0.762677,1
1.95252,0.555108,0.209044,1.24333,-0.345182,2.00189,-0.930842,-1.02887,0,2.42389,0.850012,0.834918,1.10744,1.2513,1.30547,1.48771,0,1.04154,0.151946,1.64682,3.10196,4.75805,2.54716,1.03253,1.41687,1.08391,2.2981,1.91789,1
1.34274,0.519071,0.998612,1.09819,0.915788,1.35799,-0.646646,-1.5716,0,1.3342,0.362383,-0.558365,0,1.65049,0.230466,0.233449,2.54822,1.05444,-0.954043,-0.625098,0,1.04122,0.956751,0.996978,0.834873,0.311291,0.738119,0.860585,1
1.48475,-1.87884,0.680677,1.98401,0.246678,1.65314,0.169304,1.67049,0,0.903358,-1.68042,-0.309243,0,0.964864,-0.855461,-0.607635,2.54822,0.471966,-1.59782,1.43817,0,0.966892,0.779249,0.9866,1.04185,0.51366,0.698167,0.717614,1
1.05102,-1.06265,0.719517,0.972915,-0.189433,1.91166,-0.170345,1.61395,0,1.87785,0.599398,0.171897,2.21487,2.56003,-0.221018,-1.11688,0,1.7333,-0.54013,0.0370177,3.10196,0.603425,1.45799,1.02269,1.46162,1.11862,1.45336,1.27943,1
0.458987,0.712891,-0.79425,2.00868,0.199786,0.593523,1.33976,-1.58158,0,0.829326,-0.283581,1.44911,2.21487,0.702485,0.909511,0.426497,0,0.673264,0.747415,-1.31041,3.10196,1.14655,1.09816,1.03905,0.727758,0.591154,0.771348,0.762954,1
0.877712,0.651531,-0.466879,1.77959,0.0253018,1.28058,1.08329,1.27578,2.17308,0.942136,2.07783,-0.851315,0,0.376181,2.08555,1.34625,0,0.957564,-0.205335,-1.15004,3.10196,0.840336,1.16379,0.986005,1.47695,1.2767,1.11145,1.04514,1
0.384685,0.148963,-1.19486,1.72245,1.19221,0.464815,-0.909056,-0.638031,0,0.96228,0.0962263,-0.30536,2.21487,0.501399,-0.59695,0.885818,0,0.510425,-1.18723,0.500924,3.10196,0.858801,0.775988,0.98546,0.629286,0.676782,0.706998,0.642412,1
1.09037,-0.412043,0.415453,0.33072,-1.19845,1.01125,0.606985,1.14994,0,1.30172,-0.441915,-0.925107,0,1.11572,0.4644,1.67909,0,1.08633,0.719931,-0.151755,3.10196,0.880673,1.03624,0.987562,0.632867,0.847512,0.91443,0.784679,1
0.742102,1.12001,-0.663858,0.832123,1.54085,0.875582,1.35659,0.303959,0,0.815477,-0.110676,-1.00556,2.21487,0.446956,1.58036,1.18926,0,1.06199,1.00226,-1.60896,3.10196,0.831115,0.853907,0.99569,0.811287,0.735893,0.855511,0.737776,1
0.901686,-1.34997,0.641836,0.331595,0.965372,0.830694,-0.851623,-0.742253,1.08654,0.797473,-0.768296,-1.44443,2.21487,1.00736,-0.0116603,1.2181,0,0.779877,-1.4629,-0.177836,0,1.34022,0.988028,0.996004,0.978851,0.709164,0.780218,0.746698,1
0.691957,-0.588331,-1.09388,1.91249,-0.629215,0.71875,0.827807,1.278,2.17308,0.503992,0.628539,-1.54541,0,0.952394,-0.190979,0.292251,1.27411,1.33265,0.480911,0.719005,0,0.952731,0.804593,0.988251,1.24377,0.979339,0.925198,0.813813,1
0.706232,1.6927,1.49077,1.40114,0.742526,0.574102,-0.305016,-0.0232255,0,0.540881,-1.06165,-0.566132,0,1.08113,0.250491,-1.19954,2.54822,0.949531,0.694947,-1.55901,3.10196,0.860941,0.900153,0.986425,0.697994,0.329652,0.685238,0.741165,1
1.3852,0.235646,-0.278226,1.10519,0.0578608,0.690169,-0.841721,1.54022,1.08654,0.588473,-0.222384,1.57118,0,1.47627,2.1966,-1.35542,0,0.912777,0.690783,0.783374,3.10196,1.18104,1.10095,0.981796,1.20192,0.952294,1.66419,1.60981,1
0.947621,-0.354579,0.691219,2.61612,-0.706466,0.27528,-1.41011,-0.359731,0,1.23209,-0.427344,-1.22583,2.21487,0.54987,1.12888,-0.722465,1.27411,0.491926,1.72432,-1.33816,0,0.753398,0.793641,2.0759,1.2618,0.908965,0.939641,0.784638,1
1.03382,-0.546451,1.59564,0.768578,0.701378,0.747423,-1.0665,-1.17189,0,0.451112,-0.789667,0.29174,0,1.59447,0.178582,-0.483372,2.54822,0.794481,0.590844,0.65408,3.10196,0.967021,0.81982,0.990507,0.75472,0.76836,0.817231,0.707415,1
0.968301,-0.130566,-1.22538,0.435968,0.341972,1.12915,0.744627,0.0694578,1.08654,1.07597,-1.48614,1.59226,0,1.08833,-0.244684,0.936299,0,0.850465,0.0220255,-1.49243,0,0.879207,1.05312,0.986077,1.12158,0.83924,0.892593,0.836302,1
0.279821,0.677828,0.167985,1.00298,-0.89862,0.694108,0.200991,0.769079,1.08654,0.517086,1.02195,-1.42002,2.21487,0.389879,-2.14164,-1.12742,0,0.65939,-1.20389,-0.408124,0,0.638989,0.988017,0.986504,0.676406,0.89792,0.878848,1.21725,1
1.39599,-0.923377,-1.24924,0.895569,-1.13338,0.376597,-1.33287,-0.782722,0,0.430086,-0.521567,1.44967,0,0.767465,-1.10578,0.00600763,2.54822,2.43091,-0.968201,0.935975,3.10196,0.850494,0.901133,0.997725,0.890958,0.776422,0.928639,0.764759,1
0.68848,-0.350683,-0.0929033,0.739431,0.631625,0.974151,0.658477,1.58013,1.08654,0.54831,0.750932,0.994155,0,1.20125,0.619142,-0.227084,0,1.01939,0.213575,-1.59064,3.10196,0.897457,0.763077,0.990477,0.732169,0.365877,0.693816,0.610737,1
0.509131,-1.23992,-1.42124,1.25191,-0.501294,0.745683,-0.0267616,-0.688479,1.08654,0.832096,-0.584707,0.348333,2.21487,1.52299,0.918614,1.16041,0,1.70531,-0.992353,1.53251,0,1.17546,1.26175,0.98943,0.627672,0.991577,0.985494,0.925435,1
0.865816,-0.911689,-1.67981,1.07943,-0.315636,1.21471,-0.921929,0.268479,0,0.771537,-1.64545,-1.43222,0,0.977157,-0.529592,-1.07805,2.54822,0.694441,-0.323596,0.68682,1.55098,0.860602,0.720425,1.26231,0.72159,0.63239,0.560415,0.56078,1
1.48494,-2.23726,-0.979574,0.856545,-0.359732,0.908194,-1.40219,1.28964,2.17308,0.99086,-1.7523,0.341675,0,0.655419,-1.33243,-1.63223,0,0.42718,-1.07314,0.0103819,3.10196,1.22755,1.0271,0.978203,0.622472,0.604152,0.874485,0.819952,1
1.20347,0.238568,-1.50281,0.470814,-0.513149,0.686413,1.12488,1.1904,2.17308,0.79357,0.50226,0.0559373,0,0.540563,-1.47443,0.506934,0,1.16008,0.880666,-1.23661,1.55098,0.738853,0.989942,0.992124,0.995619,0.770931,0.830303,0.763971,1
0.402071,-0.274713,0.181301,1.04338,-1.56889,1.49695,0.246542,-0.482248,0,1.72425,-0.720699,0.9592,0,1.20037,-0.497733,-1.6339,1.27411,0.803,0.385969,-0.948612,0,0.705993,0.920316,0.985954,0.70013,0.798029,0.860449,0.750153,1
0.982942,-0.651639,0.0936333,0.875152,1.28609,0.579416,-0.219856,0.393213,0,1.37159,-0.190329,-1.31349,0,0.964688,0.580001,-0.184369,0,2.326,-0.62258,1.56857,3.10196,0.93418,1.26701,1.13021,0.607621,0.545518,0.740927,0.69593,1
1.28637,-0.103295,0.36496,0.510861,-1.11226,0.571995,0.347545,-0.425702,2.17308,0.405157,-0.57985,-1.13428,0,0.546182,-1.66831,-0.379081,0,1.05371,0.9348,1.22397,0,0.797267,1.19666,1.0907,0.753757,1.00101,1.10843,0.981582,1
2.78467,-0.103295,0.0115138,0.660061,0.59621,0.590317,0.515884,-1.09983,0,0.697002,-0.671159,-0.0906404,2.21487,1.04108,2.55615,1.04447,0,1.48332,2.0258,-1.71328,0,0.87587,2.49466,0.988359,1.2001,0.798361,2.13446,1.89443,1
1.05706,-0.6419,-1.51224,0.545982,0.111185,0.877047,-0.442658,-1.18243,0,1.13212,-0.37489,0.865989,0,0.792579,-0.92373,0.34717,1.27411,0.569329,0.291027,1.35216,3.10196,2.03711,1.13001,1.04641,0.694008,0.55314,0.782285,0.694319,1
0.894915,1.97613,0.0608965,0.0220166,-0.100907,0.927615,1.1427,0.190312,2.17308,1.42309,-0.340892,1.66383,0,1.2167,0.00108314,-0.0185035,2.54822,1.84892,0.89066,-1.61728,0,1.67536,1.58472,0.999881,0.658824,0.843309,1.32192,1.12323,1
1.39947,0.401221,0.6263,0.58563,0.99471,1.7944,-0.163413,-0.690696,2.17308,1.01503,2.61694,1.14784,0,0.656473,-0.640642,-1.10579,0,1.0576,-0.862433,0.217919,0,0.867963,1.06941,0.99146,0.621904,0.834737,1.12135,0.982726,1
1.73072,0.578483,-0.330384,0.474875,0.417994,0.490923,1.04071,0.693684,1.08654,0.91066,1.3561,1.71155,2.21487,1.11941,0.0930183,1.66467,0,0.587828,-0.263633,-0.0690732,0,0.914458,0.944602,0.980989,0.742748,0.799032,0.776116,0.765312,1
1.06347,-0.13641,1.23443,0.654136,-1.25497,0.974884,-0.754581,-0.742807,2.17308,0.752777,1.02486,-0.0290545,0,0.887415,-0.187338,0.856417,0,0.666205,-0.88825,1.41153,3.10196,0.946422,0.973586,0.984414,0.512832,0.805511,0.663337,0.619952,1
0.425679,1.63816,0.635733,0.471613,0.200825,1.03241,0.468353,0.428693,2.17308,1.82434,0.451749,-1.49991,2.21487,0.443444,0.073903,-0.585446,0,0.690546,-1.7244,-1.31485,0,0.874505,1.3493,0.983953,0.664916,1.99096,1.25214,1.02243,1
1.25087,-0.75488,-0.939069,1.55257,-1.56185,1.23954,-0.477316,0.105492,0,0.531187,-0.580821,1.64608,2.21487,0.792052,-1.37612,0.842548,2.54822,0.986286,-0.484331,1.16626,0,0.726598,0.63471,1.02604,0.610008,0.561061,0.64451,0.59672,1
0.924379,1.67907,-1.23592,0.468664,-1.70287,1.3327,0.676302,0.124895,0,1.35749,0.955892,1.72154,2.21487,0.504033,1.46567,-0.168282,2.54822,0.598538,1.84341,0.326127,0,1.17426,0.712428,0.991369,0.681401,0.915112,0.973025,0.874309,1
0.743932,-1.89053,0.740602,1.18461,-0.190777,0.301479,-1.86265,-0.434572,0,0.731751,0.387638,1.5562,2.21487,0.523,-0.534143,-1.58674,0,0.64722,1.03557,1.60409,0,1.03213,0.779055,0.987983,1.58492,0.753632,1.08447,1.11301,1
0.602283,-0.113035,-1.42957,2.47126,0.438146,1.80439,0.461422,0.23189,2.17308,2.08849,1.20651,-1.65526,0,2.95255,1.77698,-1.4475,0,1.57509,-0.554288,-0.697791,0,1.35685,1.04991,1.67944,1.25427,0.524716,1.34274,1.31047,1
0.873868,-0.0916072,-0.10511,0.889819,1.68924,0.766661,0.170294,0.775178,0,1.57581,-0.974227,0.424899,0,2.05108,-0.197351,-1.28108,2.54822,1.9273,0.51006,-1.40197,3.10196,1.62319,1.89218,1.2203,0.914518,0.668612,1.42091,1.13079,1
2.53724,0.311616,-1.42346,1.69629,0.341745,0.972869,0.233669,-0.0454005,2.17308,0.723819,0.00783126,0.831035,0,0.447132,-0.677962,-1.14018,2.54822,0.615577,-1.96592,0.46319,0,1.31911,0.870697,2.87357,1.71866,0.803686,1.11573,1.12494,1
0.638153,0.875544,-1.45343,1.18051,0.192814,1.1613,1.22192,1.6461,0,0.694232,-0.476884,-0.567797,2.21487,0.466977,0.973229,0.622873,0,0.823203,0.493404,0.40215,3.10196,1.0619,0.876011,1.19791,0.923304,0.651398,0.893021,0.802664,1
0.820247,-0.18803,0.909834,0.522999,-1.45391,1.52004,-0.53475,-0.400201,2.17308,0.87994,-0.744012,1.37921,2.21487,0.891454,0.898588,1.67687,0,1.34872,0.254383,0.142451,0,1.02816,1.52361,0.993552,1.28735,1.71164,1.55258,1.20751,1
0.457157,-0.33023,-0.908552,1.12391,-1.40606,0.651877,0.946634,-1.07044,2.17308,1.59406,0.727619,0.732275,0,0.837714,0.0475058,-0.288659,2.54822,0.606327,1.17382,1.18735,0,0.667724,0.944519,0.987527,1.51739,0.735666,1.04786,1.23651,1
0.859594,0.988524,-1.3197,0.818954,-0.775425,1.06072,-0.215896,0.582255,2.17308,0.673206,-0.490483,-1.15259,0,0.486295,-0.527771,1.01396,0,0.50653,-1.17974,1.71063,3.10196,0.815021,1.00561,0.986903,0.727235,0.823486,0.847819,0.729416,1
0.629368,-1.31589,0.102511,1.53295,-0.783606,0.809167,-0.324821,1.24141,2.17308,0.361847,1.21331,-0.0296092,2.21487,0.63171,-0.703449,0.985115,0,0.916671,-0.43686,-1.42362,0,0.700686,0.798026,0.988597,1.28529,1.00467,1.0885,0.861801,1
0.611433,-1.17466,1.56956,0.716728,-0.620995,0.447135,-0.0257714,-0.420713,2.17308,0.325838,-2.60322,0.957536,0,0.439931,-1.36429,-1.23781,0,0.829775,0.29186,1.27558,0,0.873615,0.74927,0.98447,0.585347,0.545827,0.505511,0.499085,1
0.729474,1.05475,-0.391973,0.107749,0.403636,1.05101,0.0207694,-0.809332,0,0.528543,-0.555565,1.06684,2.21487,0.902869,0.260504,0.940737,0,0.623852,1.77512,-0.0163568,0,0.924818,0.977203,0.998229,0.794935,0.692273,0.797588,0.716994,1
1.24263,-0.430548,0.900957,0.392155,-0.00116632,0.802479,-0.354528,-1.68968,0,1.20364,-0.0485084,-0.344753,2.21487,0.615377,0.782077,-1.49688,0,1.20584,-0.794141,0.423791,3.10196,0.846124,1.06752,0.990406,0.909769,0.860628,0.901007,0.807505,1
0.5741,-0.695468,-0.821438,1.41782,0.0902781,0.773348,0.0207694,1.47424,1.08654,0.623726,-1.5046,1.32095,0,1.15453,0.10121,-1.15183,1.27411,0.914967,-0.647564,0.273965,0,0.886618,0.980136,0.988217,1.01135,0.824134,0.934011,0.84017,1
0.841476,-1.06071,-1.63708,1.17219,0.736926,1.11596,-0.53574,-0.694022,2.17308,0.922873,-0.945086,1.42692,2.21487,0.522298,-1.32424,-0.391285,0,0.873588,0.256049,0.586936,0,0.940864,0.948888,1.15912,0.680991,1.44437,0.934989,0.812858,1
0.740272,-0.56106,-0.132853,0.693376,-1.63919,0.567598,-0.0465662,1.71872,2.17308,0.265656,1.65722,0.181329,0,0.339476,2.07827,-0.416803,0,0.415983,-1.23221,1.51086,3.10196,0.272136,0.880358,0.987589,0.518877,0.412246,0.67746,0.702339,1
